rank,enumeration_date,years_open,type,practice_name,specialty,address,city,state,zip,phone,check_meta_ads,check_google_ads,npi
69,2023-03-02,3.2,Org,ARIA VEIN CENTER LLC,Primary Care,4555 S MANHATTAN AVE,TAMPA,FL,33611,901-219-3557,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ARIA%20VEIN%20CENTER%20LLC,https://adstransparency.google.com/?region=US&query=ARIA%20VEIN%20CENTER%20LLC,1386343028
70,2023-02-27,3.2,Individual,KELSEY BARBAS,Primary Care,5100 W KENNEDY BLVD STE 160,TAMPA,FL,33609,813-350-9500,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=KELSEY%20BARBAS,https://adstransparency.google.com/?region=US&query=KELSEY%20BARBAS,1427757640
71,2023-02-20,3.3,Org,CONVIVA MEDICAL CENTER MANAGEMENT LLC,Primary Care,8326 N FLORIDA AVE,TAMPA,FL,33604,863-619-5999,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CONVIVA%20MEDICAL%20CENTER%20MANAGEMENT%20LLC,https://adstransparency.google.com/?region=US&query=CONVIVA%20MEDICAL%20CENTER%20MANAGEMENT%20LLC,1508564576
72,2022-12-21,3.4,Org,"ASK HEALTH, PA",Psychiatry,545 CHANNELSIDE DR # A2508,TAMPA,FL,33602,551-277-4441,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ASK%20HEALTH%2C%20PA,https://adstransparency.google.com/?region=US&query=ASK%20HEALTH%2C%20PA,1396457321
73,2022-12-15,3.4,Org,ALLISON WYMAN MD LLC,OB-GYN,2919 W SWANN AVE STE 404,TAMPA,FL,33609,813-773-0579,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ALLISON%20WYMAN%20MD%20LLC,https://adstransparency.google.com/?region=US&query=ALLISON%20WYMAN%20MD%20LLC,1629780143
74,2022-11-14,3.5,Org,APEX HEALTH LLC,Primary Care,201 N FRANKLIN ST,TAMPA,FL,33602,843-936-0447,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=APEX%20HEALTH%20LLC,https://adstransparency.google.com/?region=US&query=APEX%20HEALTH%20LLC,1396453817
75,2022-11-11,3.5,Individual,DOLORES PAEZ,Cardiology,3010 E 138TH AVE STE 12,TAMPA,FL,33613,813-975-2800,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DOLORES%20PAEZ,https://adstransparency.google.com/?region=US&query=DOLORES%20PAEZ,1215645809
76,2022-11-01,3.6,Individual,ASHLEY COOPER,OB-GYN,1219 S PINE AVE STE 101,OCALA,FL,34471,352-368-2238,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ASHLEY%20COOPER,https://adstransparency.google.com/?region=US&query=ASHLEY%20COOPER,1770290538
77,2022-10-13,3.6,Org,ADVANCED PSYCHIATRIC SERVICES PROFESSIONAL ASSOCIATION,Psychiatry,7369 SHERIDAN ST STE 203,HOLLYWOOD,FL,33024,954-369-4111,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADVANCED%20PSYCHIATRIC%20SERVICES%20PROFESSIONAL%20ASSOCIATION,https://adstransparency.google.com/?region=US&query=ADVANCED%20PSYCHIATRIC%20SERVICES%20PROFESSIONAL%20ASSOCIATION,1710603550
78,2022-09-29,3.7,Org,VEEONE MEDICAL GROUP PA,Endocrinology,1420 ROCKY RIDGE DR STE 300,ROSEVILLE,CA,95661,916-865-4668,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=VEEONE%20MEDICAL%20GROUP%20PA,https://adstransparency.google.com/?region=US&query=VEEONE%20MEDICAL%20GROUP%20PA,1265156558
79,2022-09-01,3.7,Org,ELEANOR HEALTH PROFESSIONAL FL PLLC,Psychiatry,4014 GUNN HWY STE 160,TAMPA,FL,33618,866-402-7631,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ELEANOR%20HEALTH%20PROFESSIONAL%20FL%20PLLC,https://adstransparency.google.com/?region=US&query=ELEANOR%20HEALTH%20PROFESSIONAL%20FL%20PLLC,1144940735
80,2022-06-28,3.9,Org,"BETTER HELP FAMILY COMMUNITY CENTER, LLC",Primary Care,8902 N DALE MABRY HWY STE 102,TAMPA,FL,33614,786-728-1460,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BETTER%20HELP%20FAMILY%20COMMUNITY%20CENTER%2C%20LLC,https://adstransparency.google.com/?region=US&query=BETTER%20HELP%20FAMILY%20COMMUNITY%20CENTER%2C%20LLC,1083346092
81,2022-06-17,3.9,Org,AURORA PAIN CARE,Primary Care,14841 N FLORIDA AVE,TAMPA,FL,33613,813-303-0777,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AURORA%20PAIN%20CARE,https://adstransparency.google.com/?region=US&query=AURORA%20PAIN%20CARE,1275264699
82,2022-06-16,3.9,Individual,NATALIA LOPEZ,Gastroenterology,4809 N ARMENIA AVE,TAMPA,FL,33603,813-658-5037,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=NATALIA%20LOPEZ,https://adstransparency.google.com/?region=US&query=NATALIA%20LOPEZ,1518697960
83,2022-06-13,3.9,Org,"APEX INTERNAL MEDICINE OF TAMPA, LLC",Primary Care,10353 CROSS CREEK BLVD STE D,TAMPA,FL,33647,813-725-4983,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=APEX%20INTERNAL%20MEDICINE%20OF%20TAMPA%2C%20LLC,https://adstransparency.google.com/?region=US&query=APEX%20INTERNAL%20MEDICINE%20OF%20TAMPA%2C%20LLC,1255061214
84,2022-05-26,4.0,Org,3 NURSES CLINIC LLC,Primary Care,502 PINE TERRACE DR,RUSKIN,FL,33570,651-395-9446,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=3%20NURSES%20CLINIC%20LLC,https://adstransparency.google.com/?region=US&query=3%20NURSES%20CLINIC%20LLC,1427796648
85,2022-05-03,4.1,Org,AGELESS MEN'S HEALTH HOLDINGS INC,Primary Care,1240 MARBELLA PLAZA DR STE 102,TAMPA,FL,33619,904-379-5052,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=AGELESS%20MEN'S%20HEALTH%20HOLDINGS%20INC,https://adstransparency.google.com/?region=US&query=AGELESS%20MEN'S%20HEALTH%20HOLDINGS%20INC,1992440952
86,2022-04-12,4.1,Individual,LAXMIPRADHA CHANDRASEKAR,Primary Care,8727 TEMPLE TERRACE HWY,TAMPA,FL,33637,813-796-5400,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=LAXMIPRADHA%20CHANDRASEKAR,https://adstransparency.google.com/?region=US&query=LAXMIPRADHA%20CHANDRASEKAR,1023750866
87,2022-04-12,4.1,Individual,NOOR AL-ALUSI,Primary Care,2501 W KENNEDY BLVD,TAMPA,FL,33609,813-844-1385,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=NOOR%20AL-ALUSI,https://adstransparency.google.com/?region=US&query=NOOR%20AL-ALUSI,1518609163
88,2022-04-05,4.1,Individual,YAMIRA ALEMAN RODRIGUEZ,Primary Care,770 W DR MARTIN LUTHER KING JR BLVD,SEFFNER,FL,33584,813-654-7005,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=YAMIRA%20ALEMAN%20RODRIGUEZ,https://adstransparency.google.com/?region=US&query=YAMIRA%20ALEMAN%20RODRIGUEZ,1700527991
89,2022-04-05,4.1,Individual,RUCHITA AMIN,Primary Care,3120 W HILLSBOROUGH AVE,TAMPA,FL,33614,813-877-7773,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=RUCHITA%20AMIN,https://adstransparency.google.com/?region=US&query=RUCHITA%20AMIN,1356082416
90,2022-04-01,4.1,Individual,ZACHARY MAKOVICH,Gastroenterology,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,704-355-7479,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ZACHARY%20MAKOVICH,https://adstransparency.google.com/?region=US&query=ZACHARY%20MAKOVICH,1053051391
91,2022-03-31,4.2,Individual,DILENI BANDARAGE,Primary Care,203 N MARION ST,TAMPA,FL,33602,813-474-9804,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=DILENI%20BANDARAGE,https://adstransparency.google.com/?region=US&query=DILENI%20BANDARAGE,1891435418
92,2022-03-28,4.2,Individual,CHRISTINE BALDASSO,Primary Care,203 N MARION ST,TAMPA,FL,33602,813-474-9804,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CHRISTINE%20BALDASSO,https://adstransparency.google.com/?region=US&query=CHRISTINE%20BALDASSO,1265182612
93,2022-03-21,4.2,Individual,GRACE BENMHEND,Primary Care,8702 HUNTERS LAKE DR STE 100,TAMPA,FL,33647,813-467-4700,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=GRACE%20BENMHEND,https://adstransparency.google.com/?region=US&query=GRACE%20BENMHEND,1255080958
94,2022-03-13,4.2,Org,APC HEALTH INC.,Primary Care,1127 NIKKI VIEW DR.,BRADON,FL,33511,813-876-7600,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=APC%20HEALTH%20INC.,https://adstransparency.google.com/?region=US&query=APC%20HEALTH%20INC.,1831847532
95,2022-03-02,4.2,Individual,CYAN WALKER,OB-GYN,302 W FLETCHER AVE,TAMPA,FL,33612,813-397-5300,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CYAN%20WALKER,https://adstransparency.google.com/?region=US&query=CYAN%20WALKER,1932856705
96,2022-03-01,4.2,Org,"RNL WELLNESS, LLC",Obesity Medicine,11967 SHELDON RD,TAMPA,FL,33626,703-626-0548,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=RNL%20WELLNESS%2C%20LLC,https://adstransparency.google.com/?region=US&query=RNL%20WELLNESS%2C%20LLC,1811643695
97,2022-03-01,4.2,Org,BEHAVIORAL WELLNESS CONSULTANTS LLC,Psychiatry,2512 W VIRGINIA AVE,TAMPA,FL,33607,813-948-5898,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BEHAVIORAL%20WELLNESS%20CONSULTANTS%20LLC,https://adstransparency.google.com/?region=US&query=BEHAVIORAL%20WELLNESS%20CONSULTANTS%20LLC,1912653783
98,2022-02-23,4.2,Org,ASHOK TYAGI DO PA,Primary Care,5800 49TH ST N STE 208,ST PETERSBURG,FL,33709,727-892-2928,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ASHOK%20TYAGI%20DO%20PA,https://adstransparency.google.com/?region=US&query=ASHOK%20TYAGI%20DO%20PA,1245986785
99,2022-02-10,4.3,Org,221 LLC,Primary Care,1435 W 49TH PLACE,HIALEAH,FL,33012,305-907-8526,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=221%20LLC,https://adstransparency.google.com/?region=US&query=221%20LLC,1831843515
100,2022-01-14,4.4,Org,BAYSIDE MEDICAL GROUP OF FLORIDA,Primary Care,7918 W HILLSBOROUGH AVE,TAMPA,FL,33615,813-374-2444,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYSIDE%20MEDICAL%20GROUP%20OF%20FLORIDA,https://adstransparency.google.com/?region=US&query=BAYSIDE%20MEDICAL%20GROUP%20OF%20FLORIDA,1558012211
101,2021-12-09,4.5,Org,BEST VALUE HEALTHCARE,Primary Care,6101 WEBB RD STE 203,TAMPA,FL,33615,813-269-6426,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BEST%20VALUE%20HEALTHCARE,https://adstransparency.google.com/?region=US&query=BEST%20VALUE%20HEALTHCARE,1396404141
102,2021-12-09,4.5,Individual,EVA MARTINEAU,OB-GYN,1097 E 58TH ST,BROOKLYN,NY,11234,646-342-0164,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=EVA%20MARTINEAU,https://adstransparency.google.com/?region=US&query=EVA%20MARTINEAU,1518626324
103,2021-12-08,4.5,Org,ADEPT HEALTH & WELLNESS,Primary Care,945 E BRANDON BLVD,BRANDON,FL,33511,813-692-6981,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ADEPT%20HEALTH%20%26%20WELLNESS,https://adstransparency.google.com/?region=US&query=ADEPT%20HEALTH%20%26%20WELLNESS,1275291163
104,2021-11-17,4.5,Org,BEST VALUE HEALTHCARE LLC,Primary Care,4728 N HABANA AVE STE 102,TAMPA,FL,33614,813-915-9000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BEST%20VALUE%20HEALTHCARE%20LLC,https://adstransparency.google.com/?region=US&query=BEST%20VALUE%20HEALTHCARE%20LLC,1053078725
105,2021-11-17,4.5,Org,BEST VALUE HEALTHCARE LLC,Primary Care,4446 E FLETCHER AVE STE D,TAMPA,FL,33613,813-972-2976,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BEST%20VALUE%20HEALTHCARE%20LLC,https://adstransparency.google.com/?region=US&query=BEST%20VALUE%20HEALTHCARE%20LLC,1912664681
106,2021-10-18,4.6,Org,ASSOCIATED PRACTICE MANAGEMENT,Primary Care,4830 W KENNEDY BLVD STE 600-114,TAMPA,FL,33609,727-430-3694,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=ASSOCIATED%20PRACTICE%20MANAGEMENT,https://adstransparency.google.com/?region=US&query=ASSOCIATED%20PRACTICE%20MANAGEMENT,1003579996
107,2021-08-27,4.7,Org,CAN COMMUNITY HEALTH INC.,Primary Care,2105 N NEBRASKA AVE,TAMPA,FL,33602,813-769-7207,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=CAN%20COMMUNITY%20HEALTH%20INC.,https://adstransparency.google.com/?region=US&query=CAN%20COMMUNITY%20HEALTH%20INC.,1669149563
108,2021-08-19,4.8,Org,FLORIDA HOSPITAL PHYSICIAN GROUP INC,Cardiology,8702 HUNTERS LAKE DR STE 100,TAMPA,FL,33647,813-467-4700,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=FLORIDA%20HOSPITAL%20PHYSICIAN%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=FLORIDA%20HOSPITAL%20PHYSICIAN%20GROUP%20INC,1013683093
109,2021-08-19,4.8,Org,FLORIDA HOSPITAL PHYSICIAN GROUP INC,OB-GYN,3617 W HAMILTON AVE,TAMPA,FL,33614,813-467-4265,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=FLORIDA%20HOSPITAL%20PHYSICIAN%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=FLORIDA%20HOSPITAL%20PHYSICIAN%20GROUP%20INC,1134895212
110,2021-08-11,4.8,Org,BAYCARE MEDICAL GROUP INC,Primary Care,3001 W DR MLK BLVD,TAMPA,FL,33607,813-870-4421,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1043985039
111,2021-07-26,4.8,Org,BAYCARE MEDICAL GROUP INC,Primary Care,712 S DALE MABRY HIGHWAY STE 303,TAMPA,FL,33607,813-548-7980,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1598438798
112,2021-07-26,4.8,Org,BAYCARE MEDICAL GROUP INC,Cardiology,3003 W DR MARTIN LUTHER KING JR BLVD FL 2,TAMPA,FL,33607,813-238-0810,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1912670126
113,2021-07-26,4.8,Org,BAYCARE MEDICAL GROUP INC,Cardiology,3003 W DR MLK BLVD FL JRBLVD2,TAMPA,FL,33607,813-321-6580,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1700559986
114,2021-07-26,4.8,Org,BAYCARE MEDICAL GROUP INC,Psychiatry,2727 W DR MLK BLVD STE 700,TAMPA,FL,33607,813-321-1429,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1407529605
115,2021-07-23,4.8,Org,BAYCARE MEDICAL GROUP INC,Primary Care,3440 W DR MLK BLVD STE 203,TAMPA,FL,33607,813-872-7737,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1235702531
116,2021-07-23,4.8,Org,BAYCARE MEDICAL GROUP INC,Primary Care,12780 RACE TRACK RD STE 300,TAMPA,FL,33626,813-792-9541,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1306419643
117,2021-07-23,4.8,Org,BAYCARE MEDICAL GROUP INC,Primary Care,712 S DALE MABRY HIGHWAY STE 201,TAMPA,FL,33609,813-548-7860,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1811560105
118,2021-07-21,4.8,Org,BAYCARE MEDICAL GROUP INC,Primary Care,3980 TAMPA RD STE 102,TAMPA,FL,34684,727-281-3350,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1639742232
119,2021-07-16,4.9,Org,BAYCARE MEDICAL GROUP INC,Primary Care,4712 N ARMENIA AVE STE 102,TAMPA,FL,33603,813-879-5716,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1972175081
120,2021-07-06,4.9,Org,BAYCARE MEDICAL GROUP INC,Primary Care,3550 W WATERS AVE,TAMPA,FL,33614,813-264-6490,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1104497718
121,2021-07-05,4.9,Org,BAYCARE MEDICAL GROUP INC,Primary Care,17512 DONA MICHELLE DR STE 5,TAMPA,FL,33647,813-586-7600,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1376114025
122,2021-07-05,4.9,Org,BAYCARE MEDICAL GROUP INC,Primary Care,3001 W DR MARTIN LUTHER KING JR BLVD,TAMPA,FL,33607,813-870-4619,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1003487786
123,2021-07-01,4.9,Org,BAYCARE MEDICAL GROUP INC,Primary Care,4612 N HABANA AVE FL 1,TAMPA,FL,33614,813-840-3526,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1780254722
124,2021-06-29,4.9,Org,BAYCARE MEDICAL GROUP INC,Gastroenterology,4301 N HABANA AVE,TAMPA,FL,33607,813-876-0951,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1477123776
125,2021-06-29,4.9,Org,BAYCARE MEDICAL GROUP INC,Psychiatry,2727 W DR MLK BLVD STE 460,TAMPA,FL,33607,813-879-4328,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1861062234
126,2021-06-28,4.9,Org,BAYCARE MEDICAL GROUP INC,Cardiology,4612 N HABANA AVE FL 2,TAMPA,FL,33614,813-875-9000,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1689244139
127,2021-06-28,4.9,Org,BAYCARE MEDICAL GROUP INC,Cardiology,3001 W DR MLK BLVD FL JRBLVD1,TAMPA,FL,33607,813-870-4619,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&search_type=keyword_unordered&q=BAYCARE%20MEDICAL%20GROUP%20INC,https://adstransparency.google.com/?region=US&query=BAYCARE%20MEDICAL%20GROUP%20INC,1750951281
